"ust_kategori","tarimsal_alt_grup","il_kod","il_adi","ilce_kod","ilce_adi","period","duzey_kodu","duzey_tip","y2021","y2022","y2023","y2024","il_ilce_adi"
Tarýmsal Üretim,Diðer,32,Isparta,1648,Sütçüler,yillik,1648,4,171,164,165,167,Isparta Sütçüler
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",32,Isparta,1648,Sütçüler,yillik,1648,4,105,105,105,110,Isparta Sütçüler
Tarýmsal Üretim,Örtüaltý sebzeler,32,Isparta,1648,Sütçüler,yillik,1648,4,28,28,24,24,Isparta Sütçüler
Tarýmsal Üretim,Sebzeler,32,Isparta,1648,Sütçüler,yillik,1648,4,32,32,33,35,Isparta Sütçüler
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,32,Isparta,1648,Sütçüler,yillik,1648,4,67,67,67,67,Isparta Sütçüler
Tarýmsal Üretim,Diðer,32,Isparta,1651,Å?arkikaraaðaç,yillik,1651,4,198,199,202,205,Isparta Å?arkikaraaðaç
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",32,Isparta,1651,Å?arkikaraaðaç,yillik,1651,4,75,75,75,75,Isparta Å?arkikaraaðaç
Tarýmsal Üretim,Örtüaltý sebzeler,32,Isparta,1651,Å?arkikaraaðaç,yillik,1651,4,2,2,2,2,Isparta Å?arkikaraaðaç
Tarýmsal Üretim,Sebzeler,32,Isparta,1651,Å?arkikaraaðaç,yillik,1651,4,46,46,46,46,Isparta Å?arkikaraaðaç
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,32,Isparta,1651,Å?arkikaraaðaç,yillik,1651,4,83,91,91,91,Isparta Å?arkikaraaðaç
Tarýmsal Üretim,Diðer,32,Isparta,1699,Uluborlu,yillik,1699,4,151,143,150,158,Isparta Uluborlu
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",32,Isparta,1699,Uluborlu,yillik,1699,4,100,109,109,109,Isparta Uluborlu
Tarýmsal Üretim,Örtüaltý sebzeler,32,Isparta,1699,Uluborlu,yillik,1699,4,0,0,0,6,Isparta Uluborlu
Tarýmsal Üretim,Sebzeler,32,Isparta,1699,Uluborlu,yillik,1699,4,6,4,5,9,Isparta Uluborlu
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,32,Isparta,1699,Uluborlu,yillik,1699,4,59,55,63,67,Isparta Uluborlu
Tarýmsal Üretim,Diðer,32,Isparta,1717,Yalvaç,yillik,1717,4,223,216,217,219,Isparta Yalvaç
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",32,Isparta,1717,Yalvaç,yillik,1717,4,100,100,100,100,Isparta Yalvaç
Tarýmsal Üretim,Örtüaltý sebzeler,32,Isparta,1717,Yalvaç,yillik,1717,4,12,12,12,12,Isparta Yalvaç
Tarýmsal Üretim,Sebzeler,32,Isparta,1717,Yalvaç,yillik,1717,4,56,56,57,57,Isparta Yalvaç
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,32,Isparta,1717,Yalvaç,yillik,1717,4,111,111,115,115,Isparta Yalvaç
Tarýmsal Üretim,Diðer,32,Isparta,1755,Aksu,yillik,1755,4,141,134,145,146,Isparta Aksu
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",32,Isparta,1755,Aksu,yillik,1755,4,90,85,85,90,Isparta Aksu
Tarýmsal Üretim,Örtüaltý sebzeler,32,Isparta,1755,Aksu,yillik,1755,4,2,2,4,2,Isparta Aksu
Tarýmsal Üretim,Sebzeler,32,Isparta,1755,Aksu,yillik,1755,4,18,18,18,17,Isparta Aksu
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,32,Isparta,1755,Aksu,yillik,1755,4,39,47,39,39,Isparta Aksu
Tarýmsal Üretim,Diðer,32,Isparta,1929,Gönen,yillik,1929,4,181,179,179,182,Isparta Gönen
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",32,Isparta,1929,Gönen,yillik,1929,4,95,99,99,99,Isparta Gönen
Tarýmsal Üretim,Örtüaltý sebzeler,32,Isparta,1929,Gönen,yillik,1929,4,2,2,2,2,Isparta Gönen
Tarýmsal Üretim,Sebzeler,32,Isparta,1929,Gönen,yillik,1929,4,18,18,19,21,Isparta Gönen
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,32,Isparta,1929,Gönen,yillik,1929,4,67,75,75,75,Isparta Gönen
Tarýmsal Üretim,Diðer,32,Isparta,2001,Yeniþarbademli,yillik,2001,4,161,154,156,160,Isparta Yeniþarbademli
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",32,Isparta,2001,Yeniþarbademli,yillik,2001,4,75,75,70,70,Isparta Yeniþarbademli
Tarýmsal Üretim,Sebzeler,32,Isparta,2001,Yeniþarbademli,yillik,2001,4,28,28,28,28,Isparta Yeniþarbademli
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,32,Isparta,2001,Yeniþarbademli,yillik,2001,4,39,39,35,39,Isparta Yeniþarbademli
Tarýmsal Üretim,Diðer,33,Mersin,1135,Anamur,yillik,1135,4,152,143,150,146,Mersin Anamur
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",33,Mersin,1135,Anamur,yillik,1135,4,155,155,155,155,Mersin Anamur
Tarýmsal Üretim,Örtüaltý meyveler,33,Mersin,1135,Anamur,yillik,1135,4,6,6,6,6,Mersin Anamur
Tarýmsal Üretim,Örtüaltý sebzeler,33,Mersin,1135,Anamur,yillik,1135,4,16,12,8,8,Mersin Anamur
Tarýmsal Üretim,Sebzeler,33,Mersin,1135,Anamur,yillik,1135,4,16,16,16,16,Mersin Anamur
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,33,Mersin,1135,Anamur,yillik,1135,4,27,27,27,27,Mersin Anamur
Tarýmsal Üretim,Diðer,33,Mersin,1311,Erdemli,yillik,1311,4,152,143,140,140,Mersin Erdemli
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",33,Mersin,1311,Erdemli,yillik,1311,4,170,170,165,165,Mersin Erdemli
Tarýmsal Üretim,Örtüaltý meyveler,33,Mersin,1311,Erdemli,yillik,1311,4,8,8,8,8,Mersin Erdemli
Tarýmsal Üretim,Örtüaltý sebzeler,33,Mersin,1311,Erdemli,yillik,1311,4,10,10,10,10,Mersin Erdemli
Tarýmsal Üretim,Örtüaltý süs bitkileri,33,Mersin,1311,Erdemli,yillik,1311,4,4,4,4,4,Mersin Erdemli
Tarýmsal Üretim,Sebzeler,33,Mersin,1311,Erdemli,yillik,1311,4,36,36,36,36,Mersin Erdemli
Tarýmsal Üretim,Süs bitkileri,33,Mersin,1311,Erdemli,yillik,1311,4,4,4,4,4,Mersin Erdemli
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,33,Mersin,1311,Erdemli,yillik,1311,4,31,31,31,31,Mersin Erdemli
Tarýmsal Üretim,Diðer,33,Mersin,1366,Gülnar,yillik,1366,4,140,130,130,133,Mersin Gülnar
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",33,Mersin,1366,Gülnar,yillik,1366,4,90,95,95,85,Mersin Gülnar
Tarýmsal Üretim,Örtüaltý meyveler,33,Mersin,1366,Gülnar,yillik,1366,4,0,2,2,2,Mersin Gülnar
Tarýmsal Üretim,Örtüaltý sebzeler,33,Mersin,1366,Gülnar,yillik,1366,4,10,2,2,2,Mersin Gülnar
Tarýmsal Üretim,Sebzeler,33,Mersin,1366,Gülnar,yillik,1366,4,22,14,12,12,Mersin Gülnar
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,33,Mersin,1366,Gülnar,yillik,1366,4,47,43,43,43,Mersin Gülnar
Tarýmsal Üretim,Diðer,33,Mersin,1536,Mut,yillik,1536,4,176,167,168,166,Mersin Mut
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",33,Mersin,1536,Mut,yillik,1536,4,110,110,110,110,Mersin Mut
Tarýmsal Üretim,Örtüaltý meyveler,33,Mersin,1536,Mut,yillik,1536,4,0,2,2,2,Mersin Mut
Tarýmsal Üretim,Örtüaltý sebzeler,33,Mersin,1536,Mut,yillik,1536,4,2,2,2,2,Mersin Mut
Tarýmsal Üretim,Sebzeler,33,Mersin,1536,Mut,yillik,1536,4,46,46,46,46,Mersin Mut
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,33,Mersin,1536,Mut,yillik,1536,4,51,51,51,51,Mersin Mut
Tarýmsal Üretim,Diðer,33,Mersin,1621,Silifke,yillik,1621,4,211,207,204,202,Mersin Silifke
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",33,Mersin,1621,Silifke,yillik,1621,4,190,190,190,190,Mersin Silifke
Tarýmsal Üretim,Örtüaltý meyveler,33,Mersin,1621,Silifke,yillik,1621,4,14,14,14,14,Mersin Silifke
Tarýmsal Üretim,Örtüaltý sebzeler,33,Mersin,1621,Silifke,yillik,1621,4,18,18,18,18,Mersin Silifke
Tarýmsal Üretim,Sebzeler,33,Mersin,1621,Silifke,yillik,1621,4,46,46,46,46,Mersin Silifke
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,33,Mersin,1621,Silifke,yillik,1621,4,63,63,63,63,Mersin Silifke
Tarýmsal Üretim,Diðer,33,Mersin,1665,Tarsus,yillik,1665,4,257,259,257,257,Mersin Tarsus
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",33,Mersin,1665,Tarsus,yillik,1665,4,180,180,180,180,Mersin Tarsus
Tarýmsal Üretim,Örtüaltý meyveler,33,Mersin,1665,Tarsus,yillik,1665,4,8,8,10,10,Mersin Tarsus
Tarýmsal Üretim,Örtüaltý sebzeler,33,Mersin,1665,Tarsus,yillik,1665,4,34,34,30,32,Mersin Tarsus
Tarýmsal Üretim,Örtüaltý süs bitkileri,33,Mersin,1665,Tarsus,yillik,1665,4,6,6,6,6,Mersin Tarsus
Tarýmsal Üretim,Sebzeler,33,Mersin,1665,Tarsus,yillik,1665,4,68,70,70,68,Mersin Tarsus
Tarýmsal Üretim,Süs bitkileri,33,Mersin,1665,Tarsus,yillik,1665,4,6,8,8,8,Mersin Tarsus
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,33,Mersin,1665,Tarsus,yillik,1665,4,66,66,62,62,Mersin Tarsus
Tarýmsal Üretim,Diðer,33,Mersin,1766,Aydýncýk,yillik,1766,4,135,139,141,146,Mersin Aydýncýk
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",33,Mersin,1766,Aydýncýk,yillik,1766,4,100,115,120,140,Mersin Aydýncýk
Tarýmsal Üretim,Örtüaltý meyveler,33,Mersin,1766,Aydýncýk,yillik,1766,4,2,2,2,2,Mersin Aydýncýk
Tarýmsal Üretim,Örtüaltý sebzeler,33,Mersin,1766,Aydýncýk,yillik,1766,4,10,10,10,12,Mersin Aydýncýk
Tarýmsal Üretim,Örtüaltý süs bitkileri,33,Mersin,1766,Aydýncýk,yillik,1766,4,0,0,4,4,Mersin Aydýncýk
Tarýmsal Üretim,Sebzeler,33,Mersin,1766,Aydýncýk,yillik,1766,4,26,26,34,36,Mersin Aydýncýk
Tarýmsal Üretim,Süs bitkileri,33,Mersin,1766,Aydýncýk,yillik,1766,4,0,2,6,6,Mersin Aydýncýk
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,33,Mersin,1766,Aydýncýk,yillik,1766,4,31,39,47,51,Mersin Aydýncýk
Tarýmsal Üretim,Diðer,33,Mersin,1779,Bozyazý,yillik,1779,4,158,152,153,154,Mersin Bozyazý
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",33,Mersin,1779,Bozyazý,yillik,1779,4,155,155,155,155,Mersin Bozyazý
Tarýmsal Üretim,Örtüaltý meyveler,33,Mersin,1779,Bozyazý,yillik,1779,4,6,6,6,6,Mersin Bozyazý
Tarýmsal Üretim,Örtüaltý sebzeler,33,Mersin,1779,Bozyazý,yillik,1779,4,12,14,14,14,Mersin Bozyazý
Tarýmsal Üretim,Sebzeler,33,Mersin,1779,Bozyazý,yillik,1779,4,48,48,48,40,Mersin Bozyazý
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,33,Mersin,1779,Bozyazý,yillik,1779,4,31,31,31,31,Mersin Bozyazý
Tarýmsal Üretim,Diðer,33,Mersin,1892,Çamlýyayla,yillik,1892,4,123,122,122,124,Mersin Çamlýyayla
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",33,Mersin,1892,Çamlýyayla,yillik,1892,4,95,95,95,95,Mersin Çamlýyayla
Tarýmsal Üretim,Sebzeler,33,Mersin,1892,Çamlýyayla,yillik,1892,4,14,14,14,14,Mersin Çamlýyayla
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,33,Mersin,1892,Çamlýyayla,yillik,1892,4,19,23,23,23,Mersin Çamlýyayla
Tarýmsal Üretim,Diðer,33,Mersin,2064,Akdeniz,yillik,2064,4,155,154,147,147,Mersin Akdeniz
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",33,Mersin,2064,Akdeniz,yillik,2064,4,120,120,120,120,Mersin Akdeniz
Tarýmsal Üretim,Örtüaltý meyveler,33,Mersin,2064,Akdeniz,yillik,2064,4,2,2,2,4,Mersin Akdeniz
Tarýmsal Üretim,Örtüaltý sebzeler,33,Mersin,2064,Akdeniz,yillik,2064,4,8,12,12,12,Mersin Akdeniz
Tarýmsal Üretim,Örtüaltý süs bitkileri,33,Mersin,2064,Akdeniz,yillik,2064,4,2,2,2,2,Mersin Akdeniz
Tarýmsal Üretim,Sebzeler,33,Mersin,2064,Akdeniz,yillik,2064,4,30,30,30,30,Mersin Akdeniz
Tarýmsal Üretim,Süs bitkileri,33,Mersin,2064,Akdeniz,yillik,2064,4,2,2,2,2,Mersin Akdeniz
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,33,Mersin,2064,Akdeniz,yillik,2064,4,19,19,19,19,Mersin Akdeniz
Tarýmsal Üretim,Diðer,33,Mersin,2065,Mezitli,yillik,2065,4,132,123,124,123,Mersin Mezitli
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",33,Mersin,2065,Mezitli,yillik,2065,4,120,130,135,135,Mersin Mezitli
Tarýmsal Üretim,Örtüaltý meyveler,33,Mersin,2065,Mezitli,yillik,2065,4,4,4,4,4,Mersin Mezitli
Tarýmsal Üretim,Örtüaltý sebzeler,33,Mersin,2065,Mezitli,yillik,2065,4,2,2,2,2,Mersin Mezitli
Tarýmsal Üretim,Örtüaltý süs bitkileri,33,Mersin,2065,Mezitli,yillik,2065,4,2,2,2,2,Mersin Mezitli
Tarýmsal Üretim,Sebzeler,33,Mersin,2065,Mezitli,yillik,2065,4,14,14,14,14,Mersin Mezitli
Tarýmsal Üretim,Süs bitkileri,33,Mersin,2065,Mezitli,yillik,2065,4,2,2,2,2,Mersin Mezitli
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,33,Mersin,2065,Mezitli,yillik,2065,4,16,16,16,16,Mersin Mezitli
Tarýmsal Üretim,Diðer,33,Mersin,2066,Toroslar,yillik,2066,4,146,138,134,139,Mersin Toroslar
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",33,Mersin,2066,Toroslar,yillik,2066,4,170,175,175,175,Mersin Toroslar
Tarýmsal Üretim,Örtüaltý meyveler,33,Mersin,2066,Toroslar,yillik,2066,4,2,2,2,2,Mersin Toroslar
Tarýmsal Üretim,Örtüaltý sebzeler,33,Mersin,2066,Toroslar,yillik,2066,4,2,2,0,0,Mersin Toroslar
Tarýmsal Üretim,Örtüaltý süs bitkileri,33,Mersin,2066,Toroslar,yillik,2066,4,2,2,2,2,Mersin Toroslar
Tarýmsal Üretim,Sebzeler,33,Mersin,2066,Toroslar,yillik,2066,4,13,13,13,13,Mersin Toroslar
Tarýmsal Üretim,Süs bitkileri,33,Mersin,2066,Toroslar,yillik,2066,4,2,2,2,2,Mersin Toroslar
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,33,Mersin,2066,Toroslar,yillik,2066,4,27,27,27,27,Mersin Toroslar
Tarýmsal Üretim,Diðer,33,Mersin,2067,Yeniþehir,yillik,2067,4,119,111,111,107,Mersin Yeniþehir
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",33,Mersin,2067,Yeniþehir,yillik,2067,4,170,170,170,165,Mersin Yeniþehir
Tarýmsal Üretim,Örtüaltý meyveler,33,Mersin,2067,Yeniþehir,yillik,2067,4,6,6,6,6,Mersin Yeniþehir
Tarýmsal Üretim,Örtüaltý sebzeler,33,Mersin,2067,Yeniþehir,yillik,2067,4,4,4,2,2,Mersin Yeniþehir
Tarýmsal Üretim,Sebzeler,33,Mersin,2067,Yeniþehir,yillik,2067,4,24,24,24,24,Mersin Yeniþehir
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,33,Mersin,2067,Yeniþehir,yillik,2067,4,15,15,15,15,Mersin Yeniþehir
Tarýmsal Üretim,Diðer,34,Ýstanbul,1103,Adalar,yillik,1103,4,75,73,78,78,Ýstanbul Adalar
Tarýmsal Üretim,Diðer,34,Ýstanbul,1166,Bakýrköy,yillik,1166,4,74,69,74,74,Ýstanbul Bakýrköy
Tarýmsal Üretim,Diðer,34,Ýstanbul,1183,Beþiktaþ,yillik,1183,4,73,68,74,74,Ýstanbul Beþiktaþ
Tarýmsal Üretim,Diðer,34,Ýstanbul,1185,Beykoz,yillik,1185,4,124,120,125,126,Ýstanbul Beykoz
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",34,Ýstanbul,1185,Beykoz,yillik,1185,4,60,60,70,75,Ýstanbul Beykoz
Tarýmsal Üretim,Örtüaltý sebzeler,34,Ýstanbul,1185,Beykoz,yillik,1185,4,34,34,38,38,Ýstanbul Beykoz
Tarýmsal Üretim,Örtüaltý süs bitkileri,34,Ýstanbul,1185,Beykoz,yillik,1185,4,8,8,8,8,Ýstanbul Beykoz
Tarýmsal Üretim,Sebzeler,34,Ýstanbul,1185,Beykoz,yillik,1185,4,29,29,37,37,Ýstanbul Beykoz
Tarýmsal Üretim,Süs bitkileri,34,Ýstanbul,1185,Beykoz,yillik,1185,4,8,8,8,8,Ýstanbul Beykoz
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,34,Ýstanbul,1185,Beykoz,yillik,1185,4,32,32,32,32,Ýstanbul Beykoz
Tarýmsal Üretim,Diðer,34,Ýstanbul,1186,Beyoðlu,yillik,1186,4,75,69,74,72,Ýstanbul Beyoðlu
Tarýmsal Üretim,Diðer,34,Ýstanbul,1237,Çatalca,yillik,1237,4,190,185,185,187,Ýstanbul Çatalca
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",34,Ýstanbul,1237,Çatalca,yillik,1237,4,50,50,50,50,Ýstanbul Çatalca
Tarýmsal Üretim,Örtüaltý sebzeler,34,Ýstanbul,1237,Çatalca,yillik,1237,4,22,22,22,22,Ýstanbul Çatalca
Tarýmsal Üretim,Örtüaltý süs bitkileri,34,Ýstanbul,1237,Çatalca,yillik,1237,4,2,2,2,2,Ýstanbul Çatalca
Tarýmsal Üretim,Sebzeler,34,Ýstanbul,1237,Çatalca,yillik,1237,4,54,54,54,55,Ýstanbul Çatalca
Tarýmsal Üretim,Süs bitkileri,34,Ýstanbul,1237,Çatalca,yillik,1237,4,2,2,2,2,Ýstanbul Çatalca
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,34,Ýstanbul,1237,Çatalca,yillik,1237,4,59,55,55,55,Ýstanbul Çatalca
Tarýmsal Üretim,Diðer,34,Ýstanbul,1325,Eyüpsultan,yillik,1325,4,85,83,89,85,Ýstanbul Eyüpsultan
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",34,Ýstanbul,1325,Eyüpsultan,yillik,1325,4,25,25,30,30,Ýstanbul Eyüpsultan
Tarýmsal Üretim,Örtüaltý sebzeler,34,Ýstanbul,1325,Eyüpsultan,yillik,1325,4,30,30,26,26,Ýstanbul Eyüpsultan
Tarýmsal Üretim,Örtüaltý süs bitkileri,34,Ýstanbul,1325,Eyüpsultan,yillik,1325,4,4,4,4,4,Ýstanbul Eyüpsultan
Tarýmsal Üretim,Sebzeler,34,Ýstanbul,1325,Eyüpsultan,yillik,1325,4,38,38,38,38,Ýstanbul Eyüpsultan
Tarýmsal Üretim,Süs bitkileri,34,Ýstanbul,1325,Eyüpsultan,yillik,1325,4,4,4,4,4,Ýstanbul Eyüpsultan
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,34,Ýstanbul,1325,Eyüpsultan,yillik,1325,4,0,4,0,0,Ýstanbul Eyüpsultan
Tarýmsal Üretim,Diðer,34,Ýstanbul,1327,Fatih,yillik,1327,4,73,69,73,76,Ýstanbul Fatih
Tarýmsal Üretim,Diðer,34,Ýstanbul,1336,Gaziosmanpaþa,yillik,1336,4,72,67,72,72,Ýstanbul Gaziosmanpaþa
Tarýmsal Üretim,Diðer,34,Ýstanbul,1421,Kadýköy,yillik,1421,4,73,68,73,73,Ýstanbul Kadýköy
Tarýmsal Üretim,Diðer,34,Ýstanbul,1449,Kartal,yillik,1449,4,83,78,79,79,Ýstanbul Kartal
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",34,Ýstanbul,1449,Kartal,yillik,1449,4,10,10,10,10,Ýstanbul Kartal
Tarýmsal Üretim,Örtüaltý sebzeler,34,Ýstanbul,1449,Kartal,yillik,1449,4,6,6,6,6,Ýstanbul Kartal
Tarýmsal Üretim,Örtüaltý süs bitkileri,34,Ýstanbul,1449,Kartal,yillik,1449,4,6,6,6,6,Ýstanbul Kartal
Tarýmsal Üretim,Sebzeler,34,Ýstanbul,1449,Kartal,yillik,1449,4,10,10,10,10,Ýstanbul Kartal
Tarýmsal Üretim,Süs bitkileri,34,Ýstanbul,1449,Kartal,yillik,1449,4,10,10,10,10,Ýstanbul Kartal
Tarýmsal Üretim,Diðer,34,Ýstanbul,1604,Sarýyer,yillik,1604,4,102,101,97,98,Ýstanbul Sarýyer
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",34,Ýstanbul,1604,Sarýyer,yillik,1604,4,60,60,60,60,Ýstanbul Sarýyer
Tarýmsal Üretim,Örtüaltý sebzeler,34,Ýstanbul,1604,Sarýyer,yillik,1604,4,20,20,20,20,Ýstanbul Sarýyer
Tarýmsal Üretim,Örtüaltý süs bitkileri,34,Ýstanbul,1604,Sarýyer,yillik,1604,4,16,16,16,16,Ýstanbul Sarýyer
Tarýmsal Üretim,Sebzeler,34,Ýstanbul,1604,Sarýyer,yillik,1604,4,25,24,24,24,Ýstanbul Sarýyer
Tarýmsal Üretim,Süs bitkileri,34,Ýstanbul,1604,Sarýyer,yillik,1604,4,16,16,16,16,Ýstanbul Sarýyer
Tarýmsal Üretim,Diðer,34,Ýstanbul,1622,Silivri,yillik,1622,4,184,177,181,191,Ýstanbul Silivri
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",34,Ýstanbul,1622,Silivri,yillik,1622,4,75,125,125,129,Ýstanbul Silivri
Tarýmsal Üretim,Örtüaltý meyveler,34,Ýstanbul,1622,Silivri,yillik,1622,4,0,0,2,2,Ýstanbul Silivri
Tarýmsal Üretim,Örtüaltý sebzeler,34,Ýstanbul,1622,Silivri,yillik,1622,4,14,16,22,22,Ýstanbul Silivri
Tarýmsal Üretim,Örtüaltý süs bitkileri,34,Ýstanbul,1622,Silivri,yillik,1622,4,4,6,4,2,Ýstanbul Silivri
Tarýmsal Üretim,Sebzeler,34,Ýstanbul,1622,Silivri,yillik,1622,4,49,71,73,75,Ýstanbul Silivri
Tarýmsal Üretim,Süs bitkileri,34,Ýstanbul,1622,Silivri,yillik,1622,4,10,12,10,10,Ýstanbul Silivri
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,34,Ýstanbul,1622,Silivri,yillik,1622,4,63,79,83,91,Ýstanbul Silivri
Tarýmsal Üretim,Diðer,34,Ýstanbul,1659,Å?ile,yillik,1659,4,156,154,152,154,Ýstanbul Å?ile
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",34,Ýstanbul,1659,Å?ile,yillik,1659,4,70,80,80,85,Ýstanbul Å?ile
Tarýmsal Üretim,Örtüaltý sebzeler,34,Ýstanbul,1659,Å?ile,yillik,1659,4,8,10,10,10,Ýstanbul Å?ile
Tarýmsal Üretim,Örtüaltý süs bitkileri,34,Ýstanbul,1659,Å?ile,yillik,1659,4,2,2,2,2,Ýstanbul Å?ile
Tarýmsal Üretim,Sebzeler,34,Ýstanbul,1659,Å?ile,yillik,1659,4,41,41,45,44,Ýstanbul Å?ile
Tarýmsal Üretim,Süs bitkileri,34,Ýstanbul,1659,Å?ile,yillik,1659,4,2,2,2,2,Ýstanbul Å?ile
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,34,Ýstanbul,1659,Å?ile,yillik,1659,4,43,55,51,51,Ýstanbul Å?ile
Tarýmsal Üretim,Diðer,34,Ýstanbul,1663,Å?iþli,yillik,1663,4,77,73,78,77,Ýstanbul Å?iþli
Tarýmsal Üretim,Diðer,34,Ýstanbul,1708,Üsküdar,yillik,1708,4,73,67,72,72,Ýstanbul Üsküdar
Tarýmsal Üretim,Diðer,34,Ýstanbul,1739,Zeytinburnu,yillik,1739,4,73,68,72,73,Ýstanbul Zeytinburnu
Tarýmsal Üretim,Diðer,34,Ýstanbul,1782,Büyükçekmece,yillik,1782,4,130,127,127,125,Ýstanbul Büyükçekmece
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",34,Ýstanbul,1782,Büyükçekmece,yillik,1782,4,55,55,55,55,Ýstanbul Büyükçekmece
Tarýmsal Üretim,Sebzeler,34,Ýstanbul,1782,Büyükçekmece,yillik,1782,4,11,10,10,10,Ýstanbul Büyükçekmece
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,34,Ýstanbul,1782,Büyükçekmece,yillik,1782,4,19,19,19,19,Ýstanbul Büyükçekmece
Tarýmsal Üretim,Diðer,34,Ýstanbul,1810,Kaðýthane,yillik,1810,4,72,67,72,72,Ýstanbul Kaðýthane
Tarýmsal Üretim,Diðer,34,Ýstanbul,1823,Küçükçekmece,yillik,1823,4,72,67,72,74,Ýstanbul Küçükçekmece
Tarýmsal Üretim,Diðer,34,Ýstanbul,1835,Pendik,yillik,1835,4,127,121,120,120,Ýstanbul Pendik
Tarýmsal Üretim,"Meyveler, içecek ve baharat bitkileri",34,Ýstanbul,1835,Pendik,yillik,1835,4,15,15,15,15,Ýstanbul Pendik
Tarýmsal Üretim,Örtüaltý sebzeler,34,Ýstanbul,1835,Pendik,yillik,1835,4,10,10,12,12,Ýstanbul Pendik
Tarýmsal Üretim,Örtüaltý süs bitkileri,34,Ýstanbul,1835,Pendik,yillik,1835,4,14,14,14,14,Ýstanbul Pendik
Tarýmsal Üretim,Sebzeler,34,Ýstanbul,1835,Pendik,yillik,1835,4,11,11,13,13,Ýstanbul Pendik
Tarýmsal Üretim,Süs bitkileri,34,Ýstanbul,1835,Pendik,yillik,1835,4,14,14,14,14,Ýstanbul Pendik
Tarýmsal Üretim,Tahýllar ve diðer bitkisel ürünler,34,Ýstanbul,1835,Pendik,yillik,1835,4,11,11,11,11,Ýstanbul Pendik
Tarýmsal Üretim,Diðer,34,Ýstanbul,1852,Ümraniye,yillik,1852,4,74,71,75,79,Ýstanbul Ümraniye
Tarýmsal Üretim,Diðer,34,Ýstanbul,1886,Bayrampaþa,yillik,1886,4,72,68,72,73,Ýstanbul Bayrampaþa
